domain,context,response,act,speaker
hotel,"Agent: I'm sorry, I can't book at Aylesbray Lodge for 2 days. Would you like a shorter stay? <SEP> User: Yes, 1 night is fine. <SEP> Agent: Great, you're all set. Your reference number is WK3E72PX",Thank you. Good-bye.,general-bye,0
hotel,"User: Can you find me a cheap hotel with free parking? <SEP> Agent: Most of the cheap options we have are guesthouses, though I do have one hotel in the west. Do you have a preference?","How many stars does this hotel have, and does it have wifi?",Hotel-Inform,0
hotel,"User: Alright, can you try for just one night? <SEP> Agent: I was able to book you a room for 1 night at the guesthouse. The reference number is NEZYKV5E . Is there anything else I can do for you? <SEP> User: No, that should do it. Thanks so much for your help!",Have a great day!,general-bye,1
hotel,Agent: There are five guesthouses that offer free parking. 3 are cheap and 2 are moderate. Which pricerange do you prefer? <SEP> User: I'll take a cheap one please. <SEP> Agent: I found allenbell to meet your needs. Would you like me to book that for you?,No that would be all.,Hotel-Request,0
hotel,"User: How about a place in the east side of town that is a hotel not a guesthouse <SEP> Agent: I am sorry but I do not have any hotels in the east. Would you like to change location or type of accomodations? <SEP> User: Yes, can you please change the location to centre?","We have one 4 star hotel that is in the centre, University Arms Hotel, it has internet and parking and is expensive, would this one suit you?",Hotel-Inform,1
hotel,"Agent: There are several options to choose from. <SEP> User: I would like a guesthouse type of place with free parking. <SEP> Agent: We have nine, and all but two are four star rated establishments.",The star rating doesn't matter. Which one is the best?,Hotel-Inform,0
hotel,"User: I would need a hotel for 6 people, starting from Thursday and lasting 4 nights. Is there anything available? <SEP> Agent: Allenbell is available and fits all of your requirements. I have made a reservation for you. Your reference number is DQOL6QE5 . <SEP> User: Great, that's all I need today. Thank you!",You are welcome. Have a nice stay. Bye.,general-bye,1
hotel,User: I'm looking for a hotel with free wifi. <SEP> Agent: There are 32 matching that. Do you have a price range or an area preference?,"Yes, I'd like to stay on the north end of the city if possible. No too expensive, please. Something that's moderately priced would be best.",Hotel-Inform,0
hotel,Agent: I regret to inform you that I could not book a room at the requested location. Would you like to try another hotel? <SEP> User: Another hotel in the same pricerange then? <SEP> Agent: I got you a room at the Gonville Hotel. Your reference number is: 0YB5M0HT . Is there anything else I can help you with today?,No that will be all. Thank you for all of your help.,general-thank,0
hotel,"User: I need the Post Code as well. <SEP> Agent: The Postcode for Addenbrookes Hospital is CB20QQ. Can I help with anything else? <SEP> User: Yes, what about for hotel for friday night?",What type of hotel are you looking for?,Hotel-Request,1
hotel,Agent: Booked! Your reference number is 2CAJEN22 . <SEP> User: Great! Thanks! <SEP> Agent: You are most welcome. Is there anything else I can help with?,"No thank you that was all, Goodbye.",general-bye,0
hotel,User: Hi I'm looking to stay at a place with a 3 star rating that has free parking <SEP> Agent: Do you prefer a hotel or a guesthouse?,I would like a hotel.,Hotel-Inform,0
hotel,"Agent: I have one that fits. It's the Hobsons House located in the west. It's 3-star rated and offers free wifi and parking. It's also moderately priced. Would you like a room? <SEP> User: Yes, that all sounds good. I would like to book it. <SEP> Agent: I can definitely assist you, how many people are there and how many days will you need to be booked for.",I just need the phone number and postcode from the Hobsons.,Hotel-Request,0
hotel,"Agent: That we have! Do you have a preference on the area? <SEP> User: No preferences on the area, but I want to book it for 1 person for 5 nights starting from wednesday. <SEP> Agent: How does the Alexander bed and breakfast in the centre sound?",Sounds great! Could you book it for 1 person for 5 nights starting Wednesday?,Hotel-Inform,0
hotel,User: I would like for you to find a place to stay that has both free wifi and free parking. <SEP> Agent: What price range and what area are you looking for in particular?,It should be in the expensive range and have a star rating of 2. Thanks!,Hotel-Inform,0
hotel,Agent: I sure can! Would you like a guesthouse or a hotel? <SEP> User: I would like a moderate priced guesthouse please. It also needs to have 4 stars and free parking. <SEP> Agent: I have several nice guest houses that fit your request. What part of town do you prefer?,I am pretty indecisive so none. Can you pick a 4 star place and book me for 3 people and 2 nights starting on Tuesday?,Hotel-Inform,0
hotel,User: I'm looking for a hotel and it has to be a guesthouse. <SEP> Agent: There are 24 guesthouses in the city. Is there a particular area you would like to stay in? <SEP> User: It doesn't matter what section it is in. Are there any guesthouses listed that have a 4 star rating?,"a and b guest house is a nice place, with a 4 star rating",Hotel-Inform,1
hotel,"User: Great to hear that, can you provide me also with reference number? <SEP> Agent: All set! Your reference number is 7PUKE6MS . Do you need any more help? <SEP> User: thats all i needed! cheers.",great to hear that bye,general-bye,1
hotel,"Agent: The huntingdon marriott hotel is a 4 star hotel with Internet in the west. Would you like me to make a booking? <SEP> User: Is the place expensive? <SEP> Agent: Yes it is an expensive, I have listings for another place that is cheap if that is what you need.",I would prefer the expensive hotel. Please book it for 2 people for 2 nights starting on Sunday.,Hotel-Inform,0
hotel,"Agent: yes, that booking was successful for Wednesday. The reference number is J4Q4W07K . Anything else you need? <SEP> User: That's all, thanks. <SEP> Agent: I'm glad I could be of assistance. Good day.",Thanks again! Good day to you!,general-thank,0
hotel,User: I am looking for a 4 star place to stay. <SEP> Agent: What area would you like to stay in?,"I'd like it to be in the north, and to be a guesthouse.",Hotel-Inform,0
hotel,"Agent: Certainly. It's located at 156 chesterton road. Anything else you'd like to know? <SEP> User: Yes, I'm not familiar with that address. What part of town is that in? <SEP> Agent: It is in the North part of town.","Great, thanks for the information. That's all I need right now.",general-thank,0
hotel,Agent: There are 10 cheap places to stay. Do you have any other preferences or would you like my recommendation? <SEP> User: I would like a recommendation for a cozy Bed and Breakfast. <SEP> Agent: May I please have the specific area and price range? So that I may narrow down the search.,A cheap one. I don't have a lot of money. One with free wifi for 8 and 5 nights starting friday please.,Hotel-Inform,0
hotel,"Agent: Sure! They're in the Centre area. They're cheap and offer internet connectivity. <SEP> User: Great, I would like to book that hotel, please. <SEP> Agent: From what day do you want to book?",Actually I think I'll travel there myself thank you.,general-thank,0
hotel,"Agent: The address is back lane, cambourne. The phone number is 01954714600. Is there anything else I can help with? <SEP> User: What is the price range of the hotel? <SEP> Agent: The Cambridge Belfry hotel has a cheap price range. Is there anything else I can help you with?","No, that'll be all, thanks. Goodbye.",general-bye,0
hotel,"User: Let's see...I'd like to get free internet. And if you have a place with 4 stars, that would rock! <SEP> Agent: There are quite a few that would meet those requirements. Would you prefer a cheap or moderate rate for your stay? <SEP> User: Honestly, the price range doesn't matter to me. Is there anything you can recommend?",I have the acorn guest house that is rated 4 stars and in the moderate price range.,Hotel-Recommend,1
hotel,"User: Yes, on Tuesday for 3 people 3 nights. <SEP> Agent: Your reservation for 3 people at aylesbray lodge guest house this tuesday for 4 days 3 nights was successful. Your Reference number is : SWWMG3BG . <SEP> User: thanks for your time and services",Thank you goodbye,general-bye,1
hotel,"Agent: There are 32 hotels or guesthouses with free wifi. What price range are you looking for? <SEP> User: I'm looking for something in a moderate price range, but it must have at least a 4 star rating. <SEP> Agent: What part of town are you interested in? East, north or south?",I don't have a preference for the area.,Hotel-Inform,0
